"","subid","age","task","item","q","q_kind","answer","task_num","site","age_group"
"11794","NP112216-2",8.109514031,"moral","push",1,1,"N","moral1.1","Canada",NA
"11795","NP112216-2",8.109514031,"moral","push",1,2,"N","moral1.2","Canada",NA
"11796","NP112216-2",8.109514031,"moral","push",1,3,"N","moral1.3","Canada",NA
"11797","NP112216-2",8.109514031,"conv","swim",2,0,"2","conv2","Canada",NA
"11798","NP112216-2",8.109514031,"conv","swim",2,1,"N","conv2.1","Canada",NA
"11799","NP112216-2",8.109514031,"conv","swim",2,2,"Y","conv2.2","Canada",NA
"11800","NP112216-2",8.109514031,"conv","swim",2,3,"Y","conv2.3","Canada",NA
"11801","NP112216-2",8.109514031,"moral","namecall",2,0,"1","moral2","Canada",NA
"11802","NP112216-2",8.109514031,"moral","namecall",2,1,"N","moral2.1","Canada",NA
"11803","NP112216-2",8.109514031,"moral","namecall",2,2,"N","moral2.2","Canada",NA
"11804","NP112216-2",8.109514031,"moral","namecall",2,3,"Y","moral2.3","Canada",NA
"11805","NP112216-2",8.109514031,"conv","teachername",3,0,"2","conv3","Canada",NA
"11806","NP112216-2",8.109514031,"conv","teachername",3,1,"N","conv3.1","Canada",NA
"11807","NP112216-2",8.109514031,"conv","teachername",3,2,"N","conv3.2","Canada",NA
"11808","NP112216-2",8.109514031,"conv","teachername",3,3,"Y","conv3.3","Canada",NA
"11809","NP112216-2",8.109514031,"moral","rip",3,0,"2","moral3","Canada",NA
"11810","NP112216-2",8.109514031,"moral","rip",3,1,"N","moral3.1","Canada",NA
"11811","NP112216-2",8.109514031,"moral","rip",3,2,"N","moral3.2","Canada",NA
"11812","NP112216-2",8.109514031,"moral","rip",3,3,"Y","moral3.3","Canada",NA
"11813","NP112216-2",8.109514031,"conv","toy",4,0,"1","conv4","Canada",NA
"11814","NP112216-2",8.109514031,"conv","toy",4,1,"N","conv4.1","Canada",NA
"11815","NP112216-2",8.109514031,"conv","toy",4,2,"N","conv4.2","Canada",NA
"11816","NP112216-2",8.109514031,"conv","toy",4,3,"Y","conv4.3","Canada",NA
"11817","MO112216-3",8.468172485,"conv","shoes",1,0,"2","conv1","Canada",NA
"11818","MO112216-3",8.468172485,"conv","shoes",1,1,"N","conv1.1","Canada",NA
"11819","MO112216-3",8.468172485,"conv","shoes",1,2,"Y","conv1.2","Canada",NA
"11820","MO112216-3",8.468172485,"conv","shoes",1,3,"N","conv1.3","Canada",NA
"11821","MO112216-3",8.468172485,"moral","push",1,0,"2","moral1","Canada",NA
"11822","MO112216-3",8.468172485,"moral","push",1,1,"N","moral1.1","Canada",NA
"11823","MO112216-3",8.468172485,"moral","push",1,2,"N","moral1.2","Canada",NA
"11824","MO112216-3",8.468172485,"moral","push",1,3,"N","moral1.3","Canada",NA
"11825","MO112216-3",8.468172485,"conv","swim",2,0,"3","conv2","Canada",NA
"11826","MO112216-3",8.468172485,"conv","swim",2,1,"N","conv2.1","Canada",NA
"11827","MO112216-3",8.468172485,"conv","swim",2,2,"Y","conv2.2","Canada",NA
"11828","MO112216-3",8.468172485,"conv","swim",2,3,"N","conv2.3","Canada",NA
"11829","MO112216-3",8.468172485,"moral","namecall",2,0,"3","moral2","Canada",NA
"11830","MO112216-3",8.468172485,"moral","namecall",2,1,"N","moral2.1","Canada",NA
"11831","MO112216-3",8.468172485,"moral","namecall",2,2,"N","moral2.2","Canada",NA
"11832","MO112216-3",8.468172485,"moral","namecall",2,3,"N","moral2.3","Canada",NA
"11833","MO112216-3",8.468172485,"conv","teachername",3,0,"1","conv3","Canada",NA
"11834","MO112216-3",8.468172485,"conv","teachername",3,1,"N","conv3.1","Canada",NA
"11835","MO112216-3",8.468172485,"conv","teachername",3,2,"N","conv3.2","Canada",NA
"11836","MO112216-3",8.468172485,"conv","teachername",3,3,"Y","conv3.3","Canada",NA
"11837","MO112216-3",8.468172485,"moral","rip",3,0,"2","moral3","Canada",NA
"11838","MO112216-3",8.468172485,"moral","rip",3,1,"N","moral3.1","Canada",NA
"11839","MO112216-3",8.468172485,"moral","rip",3,2,"Y","moral3.2","Canada",NA
"11840","MO112216-3",8.468172485,"moral","rip",3,3,"N","moral3.3","Canada",NA
"11841","MO112216-3",8.468172485,"conv","toy",4,0,"1","conv4","Canada",NA
"11842","MO112216-3",8.468172485,"conv","toy",4,1,"N","conv4.1","Canada",NA
"11843","MO112216-3",8.468172485,"conv","toy",4,2,"Y","conv4.2","Canada",NA
"11844","MO112216-3",8.468172485,"conv","toy",4,3,"N","conv4.3","Canada",NA
"11845","TL112216-4",8.48733744,"conv","shoes",1,0,"3","conv1","Canada",NA
"11846","TL112216-4",8.48733744,"conv","shoes",1,1,"N","conv1.1","Canada",NA
"11847","TL112216-4",8.48733744,"conv","shoes",1,2,"N","conv1.2","Canada",NA
"11848","TL112216-4",8.48733744,"conv","shoes",1,3,"N","conv1.3","Canada",NA
"11849","TL112216-4",8.48733744,"moral","push",1,0,"2","moral1","Canada",NA
"11850","TL112216-4",8.48733744,"moral","push",1,1,"N","moral1.1","Canada",NA
"11851","TL112216-4",8.48733744,"moral","push",1,2,"Y","moral1.2","Canada",NA
"11852","TL112216-4",8.48733744,"moral","push",1,3,"N","moral1.3","Canada",NA
"11853","TL112216-4",8.48733744,"conv","swim",2,0,"3","conv2","Canada",NA
"11854","TL112216-4",8.48733744,"conv","swim",2,1,"N","conv2.1","Canada",NA
"11855","TL112216-4",8.48733744,"conv","swim",2,2,"N","conv2.2","Canada",NA
"11856","TL112216-4",8.48733744,"conv","swim",2,3,"Y","conv2.3","Canada",NA
"11857","TL112216-4",8.48733744,"moral","namecall",2,0,"2","moral2","Canada",NA
"11858","TL112216-4",8.48733744,"moral","namecall",2,1,"N","moral2.1","Canada",NA
"11859","TL112216-4",8.48733744,"moral","namecall",2,2,"N","moral2.2","Canada",NA
"11860","TL112216-4",8.48733744,"moral","namecall",2,3,"N","moral2.3","Canada",NA
"11861","TL112216-4",8.48733744,"conv","teachername",3,0,"3","conv3","Canada",NA
"11862","TL112216-4",8.48733744,"conv","teachername",3,1,"N","conv3.1","Canada",NA
"11863","TL112216-4",8.48733744,"conv","teachername",3,2,"N","conv3.2","Canada",NA
"11864","TL112216-4",8.48733744,"conv","teachername",3,3,"N","conv3.3","Canada",NA
"11865","TL112216-4",8.48733744,"moral","rip",3,0,"2","moral3","Canada",NA
"11866","TL112216-4",8.48733744,"moral","rip",3,1,"N","moral3.1","Canada",NA
"11867","TL112216-4",8.48733744,"moral","rip",3,2,"N","moral3.2","Canada",NA
"11868","TL112216-4",8.48733744,"moral","rip",3,3,"N","moral3.3","Canada",NA
"11869","TL112216-4",8.48733744,"conv","toy",4,0,"3","conv4","Canada",NA
"11870","TL112216-4",8.48733744,"conv","toy",4,1,"N","conv4.1","Canada",NA
"11871","TL112216-4",8.48733744,"conv","toy",4,2,"N","conv4.2","Canada",NA
"11872","TL112216-4",8.48733744,"conv","toy",4,3,"N","conv4.3","Canada",NA
"11873","PB112216-5",7.394934976,"conv","shoes",1,0,"1","conv1","Canada",NA
"11874","PB112216-5",7.394934976,"conv","shoes",1,1,"Y","conv1.1","Canada",NA
"11875","PB112216-5",7.394934976,"conv","shoes",1,2,"Y","conv1.2","Canada",NA
"11876","PB112216-5",7.394934976,"conv","shoes",1,3,"N","conv1.3","Canada",NA
"11877","PB112216-5",7.394934976,"moral","push",1,0,"3","moral1","Canada",NA
"11878","PB112216-5",7.394934976,"moral","push",1,1,"N","moral1.1","Canada",NA
"11879","PB112216-5",7.394934976,"moral","push",1,2,"Y","moral1.2","Canada",NA
"11880","PB112216-5",7.394934976,"moral","push",1,3,"N","moral1.3","Canada",NA
"11881","PB112216-5",7.394934976,"conv","swim",2,0,"1","conv2","Canada",NA
"11882","PB112216-5",7.394934976,"conv","swim",2,1,"N","conv2.1","Canada",NA
"11883","PB112216-5",7.394934976,"conv","swim",2,2,"Y","conv2.2","Canada",NA
"11884","PB112216-5",7.394934976,"conv","swim",2,3,"N","conv2.3","Canada",NA
"11885","PB112216-5",7.394934976,"moral","namecall",2,0,"1","moral2","Canada",NA
"11886","PB112216-5",7.394934976,"moral","namecall",2,1,"N","moral2.1","Canada",NA
"11887","PB112216-5",7.394934976,"moral","namecall",2,2,"Y","moral2.2","Canada",NA
"11888","PB112216-5",7.394934976,"moral","namecall",2,3,"N","moral2.3","Canada",NA
"11889","PB112216-5",7.394934976,"conv","teachername",3,0,"1","conv3","Canada",NA
"11890","PB112216-5",7.394934976,"conv","teachername",3,1,"N","conv3.1","Canada",NA
"11891","PB112216-5",7.394934976,"conv","teachername",3,2,"Y","conv3.2","Canada",NA
"11892","PB112216-5",7.394934976,"conv","teachername",3,3,"N","conv3.3","Canada",NA
"11893","PB112216-5",7.394934976,"moral","rip",3,0,"1","moral3","Canada",NA
"11894","PB112216-5",7.394934976,"moral","rip",3,1,"N","moral3.1","Canada",NA
"11895","PB112216-5",7.394934976,"moral","rip",3,2,"Y","moral3.2","Canada",NA
"11896","PB112216-5",7.394934976,"moral","rip",3,3,"N","moral3.3","Canada",NA
"11897","PB112216-5",7.394934976,"conv","toy",4,0,"1","conv4","Canada",NA
"11898","PB112216-5",7.394934976,"conv","toy",4,1,"N","conv4.1","Canada",NA
"11899","PB112216-5",7.394934976,"conv","toy",4,2,"Y","conv4.2","Canada",NA
"11900","PB112216-5",7.394934976,"conv","toy",4,3,"N","conv4.3","Canada",NA
"11901","CG112216-6",9.133470226,"conv","shoes",1,0,"2","conv1","Canada",NA
"11902","CG112216-6",9.133470226,"conv","shoes",1,1,"N","conv1.1","Canada",NA
"11903","CG112216-6",9.133470226,"conv","shoes",1,2,"Y","conv1.2","Canada",NA
"11904","CG112216-6",9.133470226,"conv","shoes",1,3,"N","conv1.3","Canada",NA
"11905","CG112216-6",9.133470226,"moral","push",1,0,"3","moral1","Canada",NA
"11906","CG112216-6",9.133470226,"moral","push",1,1,"N","moral1.1","Canada",NA
"11907","CG112216-6",9.133470226,"moral","push",1,2,"Y","moral1.2","Canada",NA
"11908","CG112216-6",9.133470226,"moral","push",1,3,"N","moral1.3","Canada",NA
"11909","CG112216-6",9.133470226,"conv","swim",2,0,"3","conv2","Canada",NA
"11910","CG112216-6",9.133470226,"conv","swim",2,1,"N","conv2.1","Canada",NA
"11911","CG112216-6",9.133470226,"conv","swim",2,2,"Y","conv2.2","Canada",NA
"11912","CG112216-6",9.133470226,"conv","swim",2,3,"Y","conv2.3","Canada",NA
"11913","CG112216-6",9.133470226,"moral","namecall",2,0,"2","moral2","Canada",NA
"11914","CG112216-6",9.133470226,"moral","namecall",2,1,"N","moral2.1","Canada",NA
"11915","CG112216-6",9.133470226,"moral","namecall",2,2,"Y","moral2.2","Canada",NA
"11916","CG112216-6",9.133470226,"moral","namecall",2,3,"Y","moral2.3","Canada",NA
"11917","CG112216-6",9.133470226,"conv","teachername",3,0,"1","conv3","Canada",NA
"11918","CG112216-6",9.133470226,"conv","teachername",3,1,"N","conv3.1","Canada",NA
"11919","CG112216-6",9.133470226,"conv","teachername",3,2,"Y","conv3.2","Canada",NA
"11920","CG112216-6",9.133470226,"conv","teachername",3,3,"Y","conv3.3","Canada",NA
"11921","CG112216-6",9.133470226,"moral","rip",3,0,"2","moral3","Canada",NA
"11922","CG112216-6",9.133470226,"moral","rip",3,1,"N","moral3.1","Canada",NA
"11923","CG112216-6",9.133470226,"moral","rip",3,2,"N","moral3.2","Canada",NA
"11924","CG112216-6",9.133470226,"moral","rip",3,3,"N","moral3.3","Canada",NA
"11925","CG112216-6",9.133470226,"conv","toy",4,0,"3","conv4","Canada",NA
"11926","CG112216-6",9.133470226,"conv","toy",4,1,"N","conv4.1","Canada",NA
"11927","CG112216-6",9.133470226,"conv","toy",4,2,"Y","conv4.2","Canada",NA
"11928","CG112216-6",9.133470226,"conv","toy",4,3,"N","conv4.3","Canada",NA
"11929","KS112216-12",10.64750171,"conv","shoes",1,0,"3","conv1","Canada",NA
"11930","KS112216-12",10.64750171,"conv","shoes",1,1,"N","conv1.1","Canada",NA
"11931","KS112216-12",10.64750171,"conv","shoes",1,2,"N","conv1.2","Canada",NA
"11932","KS112216-12",10.64750171,"conv","shoes",1,3,"Y","conv1.3","Canada",NA
"11933","KS112216-12",10.64750171,"moral","push",1,0,"2","moral1","Canada",NA
"11934","KS112216-12",10.64750171,"moral","push",1,1,"N","moral1.1","Canada",NA
"11935","KS112216-12",10.64750171,"moral","push",1,2,"N","moral1.2","Canada",NA
"11936","KS112216-12",10.64750171,"moral","push",1,3,"N","moral1.3","Canada",NA
"11937","KS112216-12",10.64750171,"conv","swim",2,0,"3","conv2","Canada",NA
"11938","KS112216-12",10.64750171,"conv","swim",2,1,"Y","conv2.1","Canada",NA
"11939","KS112216-12",10.64750171,"conv","swim",2,2,"Y","conv2.2","Canada",NA
"11940","KS112216-12",10.64750171,"conv","swim",2,3,"Y","conv2.3","Canada",NA
"11941","KS112216-12",10.64750171,"moral","namecall",2,0,"1","moral2","Canada",NA
"11942","KS112216-12",10.64750171,"moral","namecall",2,1,"N","moral2.1","Canada",NA
"11943","KS112216-12",10.64750171,"moral","namecall",2,2,"N","moral2.2","Canada",NA
"11944","KS112216-12",10.64750171,"moral","namecall",2,3,"N","moral2.3","Canada",NA
"11945","KS112216-12",10.64750171,"conv","teachername",3,0,"2","conv3","Canada",NA
"11946","KS112216-12",10.64750171,"conv","teachername",3,1,"N","conv3.1","Canada",NA
"11947","KS112216-12",10.64750171,"conv","teachername",3,2,"N","conv3.2","Canada",NA
"11948","KS112216-12",10.64750171,"conv","teachername",3,3,"N","conv3.3","Canada",NA
"11949","KS112216-12",10.64750171,"moral","rip",3,0,"1","moral3","Canada",NA
"11950","KS112216-12",10.64750171,"moral","rip",3,1,"N","moral3.1","Canada",NA
"11951","KS112216-12",10.64750171,"moral","rip",3,2,"N","moral3.2","Canada",NA
"11952","KS112216-12",10.64750171,"moral","rip",3,3,"N","moral3.3","Canada",NA
"11953","KS112216-12",10.64750171,"conv","toy",4,0,"3","conv4","Canada",NA
"11954","KS112216-12",10.64750171,"conv","toy",4,1,"N","conv4.1","Canada",NA
"11955","KS112216-12",10.64750171,"conv","toy",4,2,"N","conv4.2","Canada",NA
"11956","KS112216-12",10.64750171,"conv","toy",4,3,"N","conv4.3","Canada",NA
"11957","TT112216-10",8.933607118,"conv","shoes",1,0,"2","conv1","Canada",NA
"11958","TT112216-10",8.933607118,"conv","shoes",1,1,"N","conv1.1","Canada",NA
"11959","TT112216-10",8.933607118,"conv","shoes",1,2,"N","conv1.2","Canada",NA
"11960","TT112216-10",8.933607118,"conv","shoes",1,3,"Y","conv1.3","Canada",NA
"11961","TT112216-10",8.933607118,"moral","push",1,0,"3","moral1","Canada",NA
"11962","TT112216-10",8.933607118,"moral","push",1,1,"Y","moral1.1","Canada",NA
"11963","TT112216-10",8.933607118,"moral","push",1,2,"Y","moral1.2","Canada",NA
"11964","TT112216-10",8.933607118,"moral","push",1,3,"N","moral1.3","Canada",NA
"11965","TT112216-10",8.933607118,"conv","swim",2,0,"4","conv2","Canada",NA
"11966","TT112216-10",8.933607118,"conv","swim",2,1,"Y","conv2.1","Canada",NA
"11967","TT112216-10",8.933607118,"conv","swim",2,2,"Y","conv2.2","Canada",NA
"11968","TT112216-10",8.933607118,"conv","swim",2,3,"Y","conv2.3","Canada",NA
"11969","TT112216-10",8.933607118,"moral","namecall",2,0,"2","moral2","Canada",NA
"11970","TT112216-10",8.933607118,"moral","namecall",2,1,"N","moral2.1","Canada",NA
"11971","TT112216-10",8.933607118,"moral","namecall",2,2,"Y","moral2.2","Canada",NA
"11972","TT112216-10",8.933607118,"moral","namecall",2,3,"N","moral2.3","Canada",NA
"11973","TT112216-10",8.933607118,"conv","teachername",3,0,"1","conv3","Canada",NA
"11974","TT112216-10",8.933607118,"conv","teachername",3,1,"Y","conv3.1","Canada",NA
"11975","TT112216-10",8.933607118,"conv","teachername",3,2,"Y","conv3.2","Canada",NA
"11976","TT112216-10",8.933607118,"conv","teachername",3,3,"N","conv3.3","Canada",NA
"11977","TT112216-10",8.933607118,"moral","rip",3,0,"2","moral3","Canada",NA
"11978","TT112216-10",8.933607118,"moral","rip",3,1,"Y","moral3.1","Canada",NA
"11979","TT112216-10",8.933607118,"moral","rip",3,2,"Y","moral3.2","Canada",NA
"11980","TT112216-10",8.933607118,"moral","rip",3,3,"N","moral3.3","Canada",NA
"11981","TT112216-10",8.933607118,"conv","toy",4,0,"3","conv4","Canada",NA
"11982","TT112216-10",8.933607118,"conv","toy",4,1,"Y","conv4.1","Canada",NA
"11983","TT112216-10",8.933607118,"conv","toy",4,2,"Y","conv4.2","Canada",NA
"11984","TT112216-10",8.933607118,"conv","toy",4,3,"N","conv4.3","Canada",NA
"11985","KL112216-11",9.672826831,"conv","shoes",1,0,"3","conv1","Canada",NA
"11986","KL112216-11",9.672826831,"conv","shoes",1,1,"N","conv1.1","Canada",NA
"11987","KL112216-11",9.672826831,"conv","shoes",1,2,"Y","conv1.2","Canada",NA
"11988","KL112216-11",9.672826831,"conv","shoes",1,3,"N","conv1.3","Canada",NA
"11989","KL112216-11",9.672826831,"moral","push",1,0,"2","moral1","Canada",NA
"11990","KL112216-11",9.672826831,"moral","push",1,1,"N","moral1.1","Canada",NA
"11991","KL112216-11",9.672826831,"moral","push",1,2,"N","moral1.2","Canada",NA
"11992","KL112216-11",9.672826831,"moral","push",1,3,"N","moral1.3","Canada",NA
"11993","KL112216-11",9.672826831,"conv","swim",2,0,"1","conv2","Canada",NA
"11994","KL112216-11",9.672826831,"conv","swim",2,1,"N","conv2.1","Canada",NA
"11995","KL112216-11",9.672826831,"conv","swim",2,2,"N","conv2.2","Canada",NA
"11996","KL112216-11",9.672826831,"conv","swim",2,3,"N","conv2.3","Canada",NA
"11997","KL112216-11",9.672826831,"moral","namecall",2,0,"2","moral2","Canada",NA
"11998","KL112216-11",9.672826831,"moral","namecall",2,1,"N","moral2.1","Canada",NA
"11999","KL112216-11",9.672826831,"moral","namecall",2,2,"N","moral2.2","Canada",NA
"12000","KL112216-11",9.672826831,"moral","namecall",2,3,"N","moral2.3","Canada",NA
"12001","KL112216-11",9.672826831,"conv","teachername",3,0,"1","conv3","Canada",NA
"12002","KL112216-11",9.672826831,"conv","teachername",3,1,"N","conv3.1","Canada",NA
"12003","KL112216-11",9.672826831,"conv","teachername",3,2,"N","conv3.2","Canada",NA
"12004","KL112216-11",9.672826831,"conv","teachername",3,3,"N","conv3.3","Canada",NA
"12005","KL112216-11",9.672826831,"moral","rip",3,0,"1","moral3","Canada",NA
"12006","KL112216-11",9.672826831,"moral","rip",3,1,"N","moral3.1","Canada",NA
"12007","KL112216-11",9.672826831,"moral","rip",3,2,"N","moral3.2","Canada",NA
"12008","KL112216-11",9.672826831,"moral","rip",3,3,"N","moral3.3","Canada",NA
"12009","KL112216-11",9.672826831,"conv","toy",4,0,"3","conv4","Canada",NA
"12010","KL112216-11",9.672826831,"conv","toy",4,1,"N","conv4.1","Canada",NA
"12011","KL112216-11",9.672826831,"conv","toy",4,2,"N","conv4.2","Canada",NA
"12012","KL112216-11",9.672826831,"conv","toy",4,3,"N","conv4.3","Canada",NA
"12013","AS112216-13",10.275154,"conv","shoes",1,0,"3","conv1","Canada",NA
"12014","AS112216-13",10.275154,"conv","shoes",1,1,"N","conv1.1","Canada",NA
"12015","AS112216-13",10.275154,"conv","shoes",1,2,"N","conv1.2","Canada",NA
"12016","AS112216-13",10.275154,"conv","shoes",1,3,"N","conv1.3","Canada",NA
"12017","AS112216-13",10.275154,"moral","push",1,0,"3","moral1","Canada",NA
"12018","AS112216-13",10.275154,"moral","push",1,1,"N","moral1.1","Canada",NA
"12019","AS112216-13",10.275154,"moral","push",1,2,"N","moral1.2","Canada",NA
"12020","AS112216-13",10.275154,"moral","push",1,3,"N","moral1.3","Canada",NA
"12021","AS112216-13",10.275154,"conv","swim",2,0,"3","conv2","Canada",NA
"12022","AS112216-13",10.275154,"conv","swim",2,1,"N","conv2.1","Canada",NA
"12023","AS112216-13",10.275154,"conv","swim",2,2,"N","conv2.2","Canada",NA
"12024","AS112216-13",10.275154,"conv","swim",2,3,"N","conv2.3","Canada",NA
"12025","AS112216-13",10.275154,"moral","namecall",2,0,"3","moral2","Canada",NA
"12026","AS112216-13",10.275154,"moral","namecall",2,1,"N","moral2.1","Canada",NA
"12027","AS112216-13",10.275154,"moral","namecall",2,2,"N","moral2.2","Canada",NA
"12028","AS112216-13",10.275154,"moral","namecall",2,3,"N","moral2.3","Canada",NA
"12029","AS112216-13",10.275154,"conv","teachername",3,0,"2","conv3","Canada",NA
"12030","AS112216-13",10.275154,"conv","teachername",3,1,"N","conv3.1","Canada",NA
"12031","AS112216-13",10.275154,"conv","teachername",3,2,"N","conv3.2","Canada",NA
"12032","AS112216-13",10.275154,"conv","teachername",3,3,"N","conv3.3","Canada",NA
"12033","AS112216-13",10.275154,"moral","rip",3,0,"2","moral3","Canada",NA
"12034","AS112216-13",10.275154,"moral","rip",3,1,"N","moral3.1","Canada",NA
"12035","AS112216-13",10.275154,"moral","rip",3,2,"N","moral3.2","Canada",NA
"12036","AS112216-13",10.275154,"moral","rip",3,3,"N","moral3.3","Canada",NA
"12037","AS112216-13",10.275154,"conv","toy",4,0,"3","conv4","Canada",NA
"12038","AS112216-13",10.275154,"conv","toy",4,1,"N","conv4.1","Canada",NA
"12039","AS112216-13",10.275154,"conv","toy",4,2,"N","conv4.2","Canada",NA
"12040","AS112216-13",10.275154,"conv","toy",4,3,"N","conv4.3","Canada",NA
"12041","LY112216-14",10.31348392,"conv","shoes",1,0,"2","conv1","Canada",NA
"12042","LY112216-14",10.31348392,"conv","shoes",1,1,"N","conv1.1","Canada",NA
"12043","LY112216-14",10.31348392,"conv","shoes",1,2,"Y","conv1.2","Canada",NA
"12044","LY112216-14",10.31348392,"conv","shoes",1,3,"N","conv1.3","Canada",NA
"12045","LY112216-14",10.31348392,"moral","push",1,0,"1","moral1","Canada",NA
"12046","LY112216-14",10.31348392,"moral","push",1,1,"N","moral1.1","Canada",NA
"12047","LY112216-14",10.31348392,"moral","push",1,2,"N","moral1.2","Canada",NA
"12048","LY112216-14",10.31348392,"moral","push",1,3,"N","moral1.3","Canada",NA
"12049","LY112216-14",10.31348392,"conv","swim",2,0,"2","conv2","Canada",NA
"12050","LY112216-14",10.31348392,"conv","swim",2,1,"N","conv2.1","Canada",NA
"12051","LY112216-14",10.31348392,"conv","swim",2,2,"N","conv2.2","Canada",NA
"12052","LY112216-14",10.31348392,"conv","swim",2,3,"N","conv2.3","Canada",NA
"12053","LY112216-14",10.31348392,"moral","namecall",2,0,"1","moral2","Canada",NA
"12054","LY112216-14",10.31348392,"moral","namecall",2,1,"N","moral2.1","Canada",NA
"12055","LY112216-14",10.31348392,"moral","namecall",2,2,"N","moral2.2","Canada",NA
"12056","LY112216-14",10.31348392,"moral","namecall",2,3,"N","moral2.3","Canada",NA
"12057","LY112216-14",10.31348392,"conv","teachername",3,0,"1","conv3","Canada",NA
"12058","LY112216-14",10.31348392,"conv","teachername",3,1,"N","conv3.1","Canada",NA
"12059","LY112216-14",10.31348392,"conv","teachername",3,2,"N","conv3.2","Canada",NA
"12060","LY112216-14",10.31348392,"conv","teachername",3,3,"N","conv3.3","Canada",NA
"12061","LY112216-14",10.31348392,"moral","rip",3,0,"2","moral3","Canada",NA
"12062","LY112216-14",10.31348392,"moral","rip",3,1,"N","moral3.1","Canada",NA
"12063","LY112216-14",10.31348392,"moral","rip",3,2,"N","moral3.2","Canada",NA
"12064","LY112216-14",10.31348392,"moral","rip",3,3,"N","moral3.3","Canada",NA
"12065","LY112216-14",10.31348392,"conv","toy",4,0,"2","conv4","Canada",NA
"12066","LY112216-14",10.31348392,"conv","toy",4,1,"N","conv4.1","Canada",NA
"12067","LY112216-14",10.31348392,"conv","toy",4,2,"N","conv4.2","Canada",NA
"12068","LY112216-14",10.31348392,"conv","toy",4,3,"N","conv4.3","Canada",NA
"12069","RG112216-15",10.50513347,"conv","shoes",1,0,"2","conv1","Canada",NA
"12070","RG112216-15",10.50513347,"conv","shoes",1,1,"N","conv1.1","Canada",NA
"12071","RG112216-15",10.50513347,"conv","shoes",1,2,"N","conv1.2","Canada",NA
"12072","RG112216-15",10.50513347,"conv","shoes",1,3,"Y","conv1.3","Canada",NA
"12073","RG112216-15",10.50513347,"moral","push",1,0,"3","moral1","Canada",NA
"12074","RG112216-15",10.50513347,"moral","push",1,1,"N","moral1.1","Canada",NA
"12075","RG112216-15",10.50513347,"moral","push",1,2,"N","moral1.2","Canada",NA
"12076","RG112216-15",10.50513347,"moral","push",1,3,"N","moral1.3","Canada",NA
"12077","RG112216-15",10.50513347,"conv","swim",2,0,"3","conv2","Canada",NA
"12078","RG112216-15",10.50513347,"conv","swim",2,1,"Y","conv2.1","Canada",NA
"12079","RG112216-15",10.50513347,"conv","swim",2,2,"Y","conv2.2","Canada",NA
"12080","RG112216-15",10.50513347,"conv","swim",2,3,"Y","conv2.3","Canada",NA
"12081","RG112216-15",10.50513347,"moral","namecall",2,0,"3","moral2","Canada",NA
"12082","RG112216-15",10.50513347,"moral","namecall",2,1,"N","moral2.1","Canada",NA
"12083","RG112216-15",10.50513347,"moral","namecall",2,2,"N","moral2.2","Canada",NA
"12084","RG112216-15",10.50513347,"moral","namecall",2,3,"N","moral2.3","Canada",NA
"12085","RG112216-15",10.50513347,"conv","teachername",3,0,"3","conv3","Canada",NA
"12086","RG112216-15",10.50513347,"conv","teachername",3,1,"N","conv3.1","Canada",NA
"12087","RG112216-15",10.50513347,"conv","teachername",3,2,"N","conv3.2","Canada",NA
"12088","RG112216-15",10.50513347,"conv","teachername",3,3,"N","conv3.3","Canada",NA
"12089","RG112216-15",10.50513347,"moral","rip",3,0,"3","moral3","Canada",NA
"12090","RG112216-15",10.50513347,"moral","rip",3,1,"N","moral3.1","Canada",NA
"12091","RG112216-15",10.50513347,"moral","rip",3,2,"N","moral3.2","Canada",NA
"12092","RG112216-15",10.50513347,"moral","rip",3,3,"Y","moral3.3","Canada",NA
"12093","RG112216-15",10.50513347,"conv","toy",4,0,"3","conv4","Canada",NA
"12094","RG112216-15",10.50513347,"conv","toy",4,1,"N","conv4.1","Canada",NA
"12095","RG112216-15",10.50513347,"conv","toy",4,2,"N","conv4.2","Canada",NA
"12096","RG112216-15",10.50513347,"conv","toy",4,3,"N","conv4.3","Canada",NA
"12097","RB112316-8",8.59137577,"conv","shoes",1,0,"2","conv1","Canada",NA
"12098","RB112316-8",8.59137577,"conv","shoes",1,1,"N","conv1.1","Canada",NA
"12099","RB112316-8",8.59137577,"conv","shoes",1,2,"Y","conv1.2","Canada",NA
"12100","RB112316-8",8.59137577,"conv","shoes",1,3,"Y","conv1.3","Canada",NA
"12101","RB112316-8",8.59137577,"moral","push",1,0,"1","moral1","Canada",NA
"12102","RB112316-8",8.59137577,"moral","push",1,1,"N","moral1.1","Canada",NA
"12103","RB112316-8",8.59137577,"moral","push",1,2,"N","moral1.2","Canada",NA
"12104","RB112316-8",8.59137577,"moral","push",1,3,"Y","moral1.3","Canada",NA
"12105","RB112316-8",8.59137577,"conv","swim",2,0,"3","conv2","Canada",NA
"12106","RB112316-8",8.59137577,"conv","swim",2,1,"Y","conv2.1","Canada",NA
"12107","RB112316-8",8.59137577,"conv","swim",2,2,"Y","conv2.2","Canada",NA
"12108","RB112316-8",8.59137577,"conv","swim",2,3,"Y","conv2.3","Canada",NA
"12109","RB112316-8",8.59137577,"moral","namecall",2,0,"1","moral2","Canada",NA
"12110","RB112316-8",8.59137577,"moral","namecall",2,1,"N","moral2.1","Canada",NA
"12111","RB112316-8",8.59137577,"moral","namecall",2,2,"N","moral2.2","Canada",NA
